"Longitude","Latitude","year","PubMedID","Tested","Present","realised","86","184","1246"
-16.6409,13.2748,2013,"28971859",125,4,"XXY",0,0,1
-16.6409,13.2748,2013,"28971859",125,89,"XFX",0,1,0
-16.6409,13.2748,2013,"28971859",125,9,"YXX",1,0,0
31.6606,-1.84916,2010,"25007802",125,35,"YXX",1,0,0
38.6667,-6.4,2011,"23506218",125,19,"XXY",0,0,1
38.6667,-6.4,2011,"23506218",124,48,"YXX",1,0,0
14.7896,14.7896,2011,"38982475",123,90,"XFX",0,1,0
31.0241,-1.71925,2022,"39159633",123,3,"XXY",0,0,1
34.1811,0.692778,2022,"39802777",123,84,"XFX",0,1,0
37.9785,11.3494,2021,"40681807",123,0,"XXY",0,0,1
37.9785,11.3494,2021,"40681807",123,123,"XFX",0,1,0
8.08167,17.6078,2012,"29486766",121,5,"XXY",0,0,1
8.08167,17.6078,2012,"29486766",121,11,"XFX",0,1,0
8.08167,17.6078,2012,"29486766",121,7,"YXX",1,0,0
31.6606,-1.84916,2010,"25007802",121,39,"XFX",0,1,0
32.5833,-25.9667,2004,"25098280",121,31,"XXY",0,0,1
39.2026,-6.16592,2010,"23510231",121,27,"XXY",0,0,1
39.2026,-6.16592,2010,"23510231",121,39,"XFX",0,1,0
39.2026,-6.16592,2010,"23510231",121,73,"YXX",1,0,0
13.4165,-12.5905,2023,"40297444",120,59,"XFX",0,1,0
14.7896,14.7896,2012,"38982475",120,0,"XXY",0,0,1
14.7896,14.7896,2012,"38982475",120,1,"YXX",1,0,0
34.1811,0.692778,2022,"39802777",120,0,"YXX",1,0,0
8.70697,3.75353,2018,"35670601",119,51,"XFX",0,1,0
8.70697,3.75353,2018,"35670601",119,27,"YXX",1,0,0
14.7896,14.7896,2012,"27562216",119,0,"XXY",0,0,1
14.7896,14.7896,2012,"27562216",119,97,"XFX",0,1,0
34.1811,0.692778,2022,"39802777",119,5,"XXY",0,0,1
39.2026,-6.16592,2005,"25917493",119,91,"YXX",1,0,0
-12.1782,12.5659,2017,"38982475",118,12,"YXX",1,0,0
29.662,-4.88376,2016,"null",118,0,"XXY",0,0,1
29.662,-4.88376,2016,"null",118,40,"XFX",0,1,0
29.662,-4.88376,2016,"null",118,0,"YXX",1,0,0
37.9785,11.3494,2021,"40681807",118,0,"YXX",1,0,0
15.0506,-7.61383,2023,"40297444",117,66,"XFX",0,1,0
39.2026,-6.16592,2010,"22966778",117,28,"XFX",0,1,0
39.2026,-6.16592,2010,"22966778",117,64,"YXX",1,0,0
4.56122,7.76581,2004,"17428334",116,81,"XFX",0,1,0
4.56122,7.76581,2004,"17428334",116,42,"YXX",1,0,0
20,-12.2,2023,"40297444",116,59,"XFX",0,1,0
29.7,-0.75,2015,"28039354",116,23,"XXY",0,0,1
-3.61111,14.35,1997,"11172152",115,58,"YXX",1,0,0
34.35,11.7667,2016,"32070355",115,2,"XXY",0,0,1
34.35,11.7667,2016,"32070355",115,103,"XFX",0,1,0
34.35,11.7667,2016,"32070355",115,25,"YXX",1,0,0
43.4584,-11.9192,2006,"27527604",115,30,"XXY",0,0,1
43.4584,-11.9192,2006,"27527604",115,60,"XFX",0,1,0
43.4584,-11.9192,2006,"27527604",115,100,"YXX",1,0,0
-2.3561,13.2018,2018,"33468147",114,4,"YXX",1,0,0
26.9833,-16.75,2020,"39802768",114,0,"YXX",1,0,0
29.7,-0.75,2015,"28039354",114,6,"YXX",1,0,0
30.8958,-28.5306,2022,"40236387",114,0,"YXX",1,0,0
38.9929,-6.7813,2017,"33107096",114,0,"XXY",0,0,1
39.2026,-6.16592,2005,"25917493",114,51,"XXY",0,0,1
39.2026,-6.16592,2005,"25917493",114,28,"XFX",0,1,0
-15.6,11.8667,2006,"19718439",113,49,"YXX",1,0,0
9.78368,2.04405,2005,"23537170",113,0,"XXY",0,0,1
9.78368,2.04405,2005,"23537170",113,96,"YXX",1,0,0
20.4761,-9.74041,2023,"40297444",113,53,"XFX",0,1,0
39.2026,-6.16592,2010,"22966778",113,18,"XXY",0,0,1
-12.1782,12.5659,2016,"38982475",112,0,"XXY",0,0,1
0.501895,6.07275,2018,"35346205",112,0,"YXX",1,0,0
0.501895,6.07275,2018,"35346205",112,110,"XFX",0,1,0
0.501895,6.07275,2018,"35346205",112,0,"XXY",0,0,1
-4.29177,11.1781,2007,"20231394",111,4,"XXY",0,0,1
-4.29177,11.1781,2007,"20231394",111,75,"XFX",0,1,0
-4.29177,11.1781,2007,"20231394",111,43,"YXX",1,0,0
-3.86667,12.7333,2005,"20060374",111,6,"XXY",0,0,1
-3.86667,12.7333,2005,"20060374",111,97,"XFX",0,1,0
-3.86667,12.7333,2005,"20060374",111,35,"YXX",1,0,0
3.91667,7.39639,2003,"16874478",111,76,"YXX",1,0,0
12.4647,-1.14383,2014,"27538948",111,16,"XXY",0,0,1
14.7896,14.7896,2012,"38982475",111,92,"XFX",0,1,0
19.5,-16.083,2023,"40297444",111,52,"XFX",0,1,0
33.3306,2.98472,2024,"39802777",111,78,"XFX",0,1,0
34.1811,0.692778,2010,"24799371",111,89,"XXY",0,0,1
34.1811,0.692778,2010,"24799371",111,70,"XFX",0,1,0
34.1811,0.692778,2011,"24799371",111,59,"YXX",1,0,0
34.3833,-0.183333,2017,"36100912",111,11,"XXY",0,0,1
34.3833,-0.183333,2017,"36100912",111,62,"XFX",0,1,0
34.3833,-0.183333,2017,"36100912",111,0,"YXX",1,0,0
38.4404,-5.16156,2007,"22144430",111,97,"YXX",1,0,0
-4.29177,11.1781,2003,"16837725",110,26,"XXY",0,0,1
-4.29177,11.1781,2003,"16837725",110,66,"XFX",0,1,0
-4.29177,11.1781,2003,"16837725",110,48,"YXX",1,0,0
29.662,-4.88376,2018,"null",110,34,"XFX",0,1,0
29.662,-4.88376,2018,"null",110,0,"YXX",1,0,0
34.1811,0.692778,2011,"24799371",110,88,"XXY",0,0,1
34.1811,0.692778,2012,"24610872",110,80,"XFX",0,1,0
38.9067,-6.43725,2014,"27565897",110,30,"YXX",1,0,0
-9.58389,15.2247,2016,"36267403",109,1,"XXY",0,0,1
-9.58389,15.2247,2016,"36267403",109,65,"XFX",0,1,0
-9.58389,15.2247,2016,"36267403",109,13,"YXX",1,0,0
29.7,-0.75,2015,"28039354",109,66,"XFX",0,1,0
32.5833,-25.9667,2018,"40506728",109,0,"XXY",0,0,1
32.5833,-25.9667,2018,"40506728",109,67,"XFX",0,1,0
32.5833,-25.9667,2018,"40506728",109,0,"YXX",1,0,0
32.8225,-5.03225,2021,"null",109,50,"XFX",0,1,0
32.8225,-5.03225,2021,"null",109,0,"YXX",1,0,0
34.1811,0.692778,2010,"24799371",109,62,"YXX",1,0,0
34.1811,0.692778,2012,"24610872",109,18,"YXX",1,0,0
36.8219,-1.29207,2012,"32201636",109,65,"XFX",0,1,0
36.8219,-1.29207,2012,"32201636",109,25,"YXX",1,0,0
39.1023,-5.0889,2016,"null",109,1,"XXY",0,0,1
39.1023,-5.0889,2016,"null",109,47,"XFX",0,1,0
39.1023,-5.0889,2016,"null",109,0,"YXX",1,0,0
10.1739,1.74579,2013,"27795385",108,93,"YXX",1,0,0
12.4647,-1.14383,2014,"27538948",108,59,"YXX",1,0,0
21.7587,-4.03833,2013,"29390014",108,12,"XXY",0,0,1
21.7587,-4.03833,2013,"29390014",108,47,"XFX",0,1,0
21.7587,-4.03833,2013,"29390014",108,51,"YXX",1,0,0
34.7519,0.282731,2005,"29363453",108,75,"XXY",0,0,1
34.7519,0.282731,2005,"29363453",108,37,"XFX",0,1,0
34.7519,0.282731,2005,"29363453",108,79,"YXX",1,0,0
36.8219,-1.29207,2008,"32201636",108,39,"XFX",0,1,0
36.8219,-1.29207,2010,"22144431",108,36,"YXX",1,0,0
10.1739,1.74579,2013,"27795385",107,3,"XXY",0,0,1
17.5667,-12.5167,2023,"40297444",107,2,"YXX",1,0,0
34.1811,0.692778,2012,"24610872",107,24,"XXY",0,0,1
36.8219,-1.29207,2008,"32201636",107,70,"YXX",1,0,0
38.9929,-6.7813,2017,"33107096",107,47,"XFX",0,1,0
39.85,-3.63333,2016,"31591113",107,3,"XXY",0,0,1
39.85,-3.63333,2016,"31591113",107,3,"YXX",1,0,0
17.5667,-12.5167,2023,"40297444",107,0,"XXY",0,0,1
34.1811,0.692778,2011,"24799371",106,43,"XFX",0,1,0
37.3761,10.6684,2021,"40681807",106,94,"XFX",0,1,0
38.4404,-5.16156,2007,"22144430",106,15,"XFX",0,1,0
-12.1782,12.5659,2017,"38982475",105,68,"XFX",0,1,0
-1.1,10.9,2004,"17158810",105,61,"YXX",1,0,0
13.4165,-12.5905,2023,"40297444",105,1,"YXX",1,0,0
32.6365,-25.0247,2018,"33075062",105,2,"XXY",0,0,1
32.6365,-25.0247,2018,"33075062",105,53,"XFX",0,1,0
32.6365,-25.0247,2018,"33075062",105,1,"YXX",1,0,0
32.9,-2.5,2021,"null",105,61,"XFX",0,1,0
32.9,-2.5,2021,"null",105,0,"YXX",1,0,0
34.1811,0.692778,2020,"39802777",105,71,"XFX",0,1,0
34.1811,0.692778,2020,"39802777",105,0,"YXX",1,0,0
36.8219,-1.29207,2011,"32201636",105,60,"XFX",0,1,0
37.3761,10.6684,2021,"40681807",105,0,"XXY",0,0,1
39.1023,-5.0889,2020,"null",105,0,"XXY",0,0,1
39.1023,-5.0889,2020,"null",105,55,"XFX",0,1,0
39.1023,-5.0889,2020,"null",105,0,"YXX",1,0,0
13.4165,-12.5905,2023,"40297444",105,0,"XXY",0,0,1
-15.6,11.8667,2007,"19718439",104,41,"YXX",1,0,0
20.4761,-9.74041,2023,"40297444",104,0,"YXX",1,0,0
29.662,-4.88376,2018,"null",104,0,"XXY",0,0,1
29.662,-4.88376,2018,"null",104,0,"YXX",1,0,0
29.7373,-2.60273,2010,"21996622",104,12,"XXY",0,0,1
29.7373,-2.60273,2010,"21996622",104,54,"XFX",0,1,0
29.7373,-2.60273,2010,"21996622",104,41,"YXX",1,0,0
36.9541,-8.8137,2016,"null",104,1,"XXY",0,0,1
36.9541,-8.8137,2016,"null",104,37,"XFX",0,1,0
36.9541,-8.8137,2016,"null",104,0,"YXX",1,0,0
38.9929,-6.7813,2017,"33107096",104,1,"YXX",1,0,0
20.4761,-9.74041,2023,"40297444",104,0,"XXY",0,0,1
15.3139,-4.33167,2008,"19346374",103,24,"XXY",0,0,1
33.3306,2.98472,2024,"39802777",103,0,"XXY",0,0,1
37.3761,10.6684,2021,"40681807",103,0,"YXX",1,0,0
8.767,3.73203,2001,"34906159",102,24,"XXY",0,0,1
8.767,3.73203,2001,"34906159",102,98,"YXX",1,0,0
15.3139,-4.33167,2008,"19346374",102,36,"XFX",0,1,0
15.3139,-4.33167,2008,"19346374",102,68,"YXX",1,0,0
30.2801,0.6546,2024,"40265952",102,38,"XFX",0,1,0
30.2801,0.6546,2024,"40265952",102,0,"YXX",1,0,0
32.9,-2.5,2019,"null",102,0,"XXY",0,0,1
38.6667,-6.4,2004,"19210165",102,75,"YXX",1,0,0
39.1023,-5.0889,2018,"null",102,0,"XXY",0,0,1
-16.6409,13.2748,2015,"28971859",101,1,"XXY",0,0,1
-16.6409,13.2748,2015,"28971859",101,71,"XFX",0,1,0
-16.6409,13.2748,2015,"28971859",101,6,"YXX",1,0,0
-15.6983,13.0391,2016,"33770151",101,12,"YXX",1,0,0
-1.24723,5.10506,2015,"31932374",101,66,"XFX",0,1,0
3.91667,7.39639,2005,"16837724",101,57,"YXX",1,0,0
12.4647,-1.14383,2014,"27538948",101,84,"XFX",0,1,0
34.1811,0.692778,2020,"39802777",101,5,"XXY",0,0,1
39.1023,-5.0889,2020,"null",101,0,"XXY",0,0,1
-12.1782,12.5659,2015,"38982475",100,0,"XXY",0,0,1
-12.1782,12.5659,2019,"38982475",100,0,"XXY",0,0,1
-3.6095,14.3491,2010,"34205228",100,26,"YXX",1,0,0
-1.6717,8.1334,2004,"19785766",100,60,"YXX",1,0,0
10.0588,5.4539,2020,"39975479",100,6,"YXX",1,0,0
32.9,-2.5,2010,"25007802",100,36,"XFX",0,1,0
38.6667,-6.4,2004,"19210165",100,25,"XFX",0,1,0
-17.366,14.7645,2014,"27387549",99,53,"XFX",0,1,0
-17.366,14.7645,2014,"27387549",99,6,"YXX",1,0,0
-16.0762,14.1608,2020,"38982475",99,0,"XXY",0,0,1
-5.4625,12.382,2014,"27662368",99,21,"YXX",1,0,0
29.7181,-2.56041,2023,"38092677",99,85,"XXY",0,0,1
29.7181,-2.56041,2023,"38092677",99,44,"XFX",0,1,0
32.2881,2.7724,2014,"32070358",99,18,"XFX",0,1,0
32.2881,2.7724,2014,"32070358",99,1,"YXX",1,0,0
35.388,14.0402,2000,"16336938",99,76,"YXX",1,0,0
-17.4,14.75,2005,"22706959",98,19,"YXX",1,0,0
-16.5775,13.4531,1999,"12518847",98,27,"YXX",1,0,0
-16.2341,14.658,2020,"38982475",98,0,"XXY",0,0,1
-14.9422,12.9004,2020,"38982475",98,0,"XXY",0,0,1
2.10674,13.5098,2020,"38741101",98,0,"XXY",0,0,1
2.10674,13.5098,2020,"38741101",98,49,"XFX",0,1,0
2.10674,13.5098,2020,"38741101",98,1,"YXX",1,0,0
32.8225,-5.03225,2019,"null",98,30,"XFX",0,1,0
32.8225,-5.03225,2019,"null",98,0,"YXX",1,0,0
33.3306,2.98472,2024,"39802777",98,0,"YXX",1,0,0
34.768,-0.091702,2019,"35266823",98,82,"XFX",0,1,0
34.768,-0.091702,2019,"35266823",98,0,"YXX",1,0,0
38.617,7.0822,2011,"31516103",98,76,"XFX",0,1,0
38.617,7.0822,2011,"31516103",98,33,"YXX",1,0,0
38.6667,-6.4,2004,"19210165",98,48,"XXY",0,0,1
39.2026,-6.16592,2013,"25917493",98,44,"YXX",1,0,0
-16.2341,14.658,2020,"38982475",97,1,"YXX",1,0,0
-12.1782,12.5659,2019,"38982475",97,10,"YXX",1,0,0
-1.24723,5.10506,2015,"31932374",97,3,"XXY",0,0,1
3.91667,7.39639,2018,"40113916",97,47,"XXY",0,0,1
15.3069,-4.36637,2022,"38377612",97,44,"XFX",0,1,0
15.3069,-4.36637,2022,"38377612",97,4,"YXX",1,0,0
30.5042,-1.80002,2021,"38196592",97,2,"XXY",0,0,1
32.8225,-5.03225,2019,"null",97,0,"XXY",0,0,1
34.5382,0.08982,2007,"25889220",97,42,"XXY",0,0,1
34.5382,0.08982,2007,"25889220",97,25,"XFX",0,1,0
34.5382,0.08982,2007,"25889220",97,62,"YXX",1,0,0
36.8384,7.67848,2006,"20691106",97,82,"YXX",1,0,0
-16.2341,14.658,2020,"38982475",96,83,"XFX",0,1,0
-15.6983,13.0391,2016,"33770151",96,54,"XFX",0,1,0
13.5833,-1.63333,2004,"21251998",96,10,"XXY",0,0,1
13.5833,-1.63333,2004,"21251998",96,81,"YXX",1,0,0
20.4761,-9.74041,2015,"29458380",96,0,"XXY",0,0,1
20.4761,-9.74041,2015,"29458380",96,35,"XFX",0,1,0
20.4761,-9.74041,2015,"29458380",96,7,"YXX",1,0,0
32.9,-2.5,2019,"null",96,29,"XFX",0,1,0
32.9,-2.5,2019,"null",96,0,"YXX",1,0,0
36.8219,-1.29207,2009,"32201636",96,37,"XFX",0,1,0
-14.9422,12.9004,2020,"38982475",95,9,"YXX",1,0,0
-11.7383,7.96472,2018,"36532481",95,55,"XFX",0,1,0
-11.7383,7.96472,2018,"36532481",95,7,"YXX",1,0,0
7.0336,4.8242,2010,"33823558",95,8,"XXY",0,0,1
13.6643,-8.47178,2020,"40138574",95,0,"XXY",0,0,1
13.6643,-8.47178,2020,"40138574",95,0,"YXX",1,0,0
30.4094,9.542,2002,"14641841",95,34,"YXX",1,0,0
32.2881,2.7724,2017,"32070358",95,0,"YXX",1,0,0
32.9,-2.5,2010,"25007802",95,23,"YXX",1,0,0
32.9462,-2.41012,2010,"22369089",95,10,"YXX",1,0,0
34.0147,0.77578,2013,"29016309",95,8,"XXY",0,0,1
34.3186,0.043023,2007,"25889220",95,34,"XXY",0,0,1
34.3186,0.043023,2007,"25889220",95,24,"XFX",0,1,0
34.3186,0.043023,2007,"25889220",95,68,"YXX",1,0,0
36.9541,6.5157,2021,"40681807",95,87,"XFX",0,1,0
-12.1782,12.5659,2016,"38982475",94,11,"YXX",1,0,0
-4.29177,11.1781,1999,"14636690",94,34,"YXX",1,0,0
15.0506,-7.61383,2023,"40297444",94,1,"YXX",1,0,0
32.0449,-14.0595,2012,"34320992",94,2,"YXX",1,0,0
32.2881,2.7724,2014,"32070358",94,85,"XXY",0,0,1
32.2881,2.7724,2017,"32070358",94,37,"XFX",0,1,0
32.9,-2.5,2021,"null",94,0,"XXY",0,0,1
34.1685,0.3618,2022,"40739505",94,0,"XXY",0,0,1
34.1685,0.3618,2022,"40739505",94,76,"XFX",0,1,0
34.1685,0.3618,2022,"40739505",94,0,"YXX",1,0,0
34.9179,-0.187925,2015,"31756512",94,3,"XXY",0,0,1
34.9179,-0.187925,2015,"31756512",94,0,"YXX",1,0,0
36.9541,-8.8137,2018,"null",94,25,"XFX",0,1,0
36.9541,-8.8137,2018,"null",94,0,"YXX",1,0,0
39.1023,-5.0889,2010,"25007802",94,58,"YXX",1,0,0
39.2026,-6.16592,2013,"25917493",94,9,"XXY",0,0,1
39.2026,-6.16592,2013,"25917493",94,56,"XFX",0,1,0
15.0506,-7.61383,2023,"40297444",94,0,"XXY",0,0,1
-16.4167,13.7167,2005,"37670357",93,87,"XFX",0,1,0
-16.0762,14.1608,2020,"38982475",93,4,"YXX",1,0,0
-12.1782,12.5659,2016,"38982475",93,65,"XFX",0,1,0
-12.1782,12.5659,2020,"38982475",93,0,"XXY",0,0,1
14.7896,14.7896,2008,"38982475",93,0,"XXY",0,0,1
14.7896,14.7896,2010,"38982475",93,9,"XXY",0,0,1
14.7896,14.7896,2010,"38982475",93,15,"YXX",1,0,0
32.6365,-25.0247,2016,"33075062",93,0,"XXY",0,0,1
32.6365,-25.0247,2016,"33075062",93,57,"XFX",0,1,0
32.6365,-25.0247,2016,"33075062",93,0,"YXX",1,0,0
-15.6178,11.8817,2012,"25421474",92,73,"XFX",0,1,0
-12.1782,12.5659,2020,"38982475",92,7,"YXX",1,0,0
-2.18869,12.6842,2021,"39356425",92,44,"XFX",0,1,0
-2.18869,12.6842,2021,"39356425",92,2,"YXX",1,0,0
14.7896,14.7896,2008,"38982475",92,9,"YXX",1,0,0
29.662,-4.88376,2020,"null",92,31,"XFX",0,1,0
29.662,-4.88376,2020,"null",92,0,"YXX",1,0,0
30.5042,-1.80002,2021,"38196592",92,62,"XFX",0,1,0
34.1811,0.692778,2009,"24799371",92,80,"XXY",0,0,1
36.9541,6.5157,2021,"40681807",92,7,"XXY",0,0,1
38.8205,-7.3238,2016,"null",92,0,"XXY",0,0,1
38.8205,-7.3238,2016,"null",92,41,"XFX",0,1,0
38.8205,-7.3238,2016,"null",92,0,"YXX",1,0,0
39.1023,-5.0889,2010,"25007802",92,60,"XFX",0,1,0
47.9835,-14.8762,2006,"19704124",92,55,"YXX",1,0,0
47.9835,-14.8762,2006,"19704124",92,66,"XFX",0,1,0
47.9835,-14.8762,2006,"19704124",92,32,"XXY",0,0,1
-15.6072,13.575,2000,"15388456",91,45,"YXX",1,0,0
-14.9422,12.9004,2020,"38982475",91,39,"XFX",0,1,0
-1.24723,5.10506,2015,"31932374",91,16,"YXX",1,0,0
3.44667,11.8878,2020,"38741101",91,0,"XXY",0,0,1
3.44667,11.8878,2020,"38741101",91,67,"XFX",0,1,0
3.44667,11.8878,2020,"38741101",91,9,"YXX",1,0,0
10.2404,-0.701546,1996,"17096149",91,4,"XXY",0,0,1
10.2404,-0.701546,1996,"17096149",91,65,"XFX",0,1,0
10.2404,-0.701546,1996,"17096149",91,84,"YXX",1,0,0
20,-12.2,2023,"40297444",91,1,"YXX",1,0,0
32.2881,2.7724,2017,"32070358",91,2,"XXY",0,0,1
34.2422,-0.0617328,2003,"16271310",91,58,"YXX",1,0,0
34.768,-0.091702,2012,"30376843",91,3,"YXX",1,0,0
36.9541,-8.8137,2020,"null",91,39,"XFX",0,1,0
36.9541,-8.8137,2020,"null",91,0,"YXX",1,0,0
20,-12.2,2023,"40297444",91,0,"XXY",0,0,1
-15.6072,13.575,2000,"18008244",90,45,"YXX",1,0,0
3.91667,7.39639,2006,"19075074",90,21,"XXY",0,0,1
3.91667,7.39639,2006,"19075074",90,11,"XFX",0,1,0
3.91667,7.39639,2006,"19075074",90,54,"YXX",1,0,0
10.0588,5.4539,2017,"33940188",90,0,"XXY",0,0,1
10.0588,5.4539,2017,"33940188",90,47,"XFX",0,1,0
10.0588,5.4539,2017,"33940188",90,4,"YXX",1,0,0
14.7896,14.7896,2008,"38982475",90,30,"XFX",0,1,0
34.1811,0.692778,2009,"24799371",90,15,"XFX",0,1,0
34.768,-0.0917016,2004,"21106088",90,4,"XXY",0,0,1
36.9541,6.5157,2021,"40681807",90,10,"YXX",1,0,0
37.1188,6.2813,2021,"40681807",90,2,"XXY",0,0,1
38.8205,-7.3238,2020,"null",90,53,"XFX",0,1,0
38.8205,-7.3238,2020,"null",90,0,"YXX",1,0,0
-15.6072,13.575,2001,"18008244",89,55,"YXX",1,0,0
-8.33048,12.1151,2016,"36267403",89,1,"XXY",0,0,1
-8.33048,12.1151,2016,"36267403",89,61,"XFX",0,1,0
-8.33048,12.1151,2016,"36267403",89,15,"YXX",1,0,0
-7.90835,11.9967,2014,"35135546",89,5,"YXX",1,0,0
30.0874,16.0858,2008,"21896916",89,80,"YXX",1,0,0
32.5833,-25.9667,2018,"37750720",89,39,"XFX",0,1,0
33.7238,-16.1171,2015,"29260689",89,42,"XFX",0,1,0
33.7238,-16.1171,2015,"29260689",89,0,"YXX",1,0,0
34.1811,0.692778,2009,"24799371",89,66,"YXX",1,0,0
37.1188,6.2813,2021,"40681807",89,88,"XFX",0,1,0
40.1821,-10.2787,2019,"null",89,0,"XXY",0,0,1
40.1821,-10.2787,2019,"null",89,33,"XFX",0,1,0
40.1821,-10.2787,2019,"null",89,0,"YXX",1,0,0
30.0874,16.0858,2008,"21896916",89,68,"XFX",0,1,0
30.0874,16.0858,2008,"21896916",89,7,"XXY",0,0,1
-16.0762,14.1608,2020,"38982475",88,62,"XFX",0,1,0
-15.6178,11.8817,2006,"25421474",88,37,"YXX",1,0,0
-12.1782,12.5659,2020,"38982475",88,55,"XFX",0,1,0
-8.3449,13.1334,2010,"34205228",88,28,"YXX",1,0,0
-0.01667,9.4333,2004,"24172030",88,42,"YXX",1,0,0
10.2404,-0.701546,1996,"9550213",88,73,"YXX",1,0,0
29.6745,-4.91155,2016,"30898164",88,0,"XXY",0,0,1
29.6745,-4.91155,2016,"30898164",88,32,"XFX",0,1,0
29.6745,-4.91155,2016,"30898164",88,0,"YXX",1,0,0
30.5042,-1.80002,2021,"38196592",88,4,"YXX",1,0,0
32.9,-2.5,2010,"25007802",88,15,"XXY",0,0,1
33.45,-8.9,2019,"null",88,40,"XFX",0,1,0
33.45,-8.9,2019,"null",88,0,"YXX",1,0,0
34.7409,-19.6115,2015,"29260689",88,38,"XFX",0,1,0
34.7409,-19.6115,2015,"29260689",88,4,"YXX",1,0,0
34.768,-0.0917016,2010,"24752268",88,42,"XFX",0,1,0
34.768,-0.0917016,2010,"24752268",88,29,"YXX",1,0,0
35.8167,-8.8,2016,"30898164",88,1,"XXY",0,0,1
35.8167,-8.8,2016,"30898164",88,30,"XFX",0,1,0
35.8167,-8.8,2016,"30898164",88,1,"YXX",1,0,0
37.1188,6.2813,2021,"40681807",88,1,"YXX",1,0,0
37.4336,5.8924,2011,"31516103",88,29,"XXY",0,0,1
37.4336,5.8924,2011,"31516103",88,66,"XFX",0,1,0
37.4336,5.8924,2011,"31516103",88,51,"YXX",1,0,0
38.3438,-4.75269,2016,"30898164",88,1,"XXY",0,0,1
38.3438,-4.75269,2016,"30898164",88,41,"XFX",0,1,0
38.3438,-4.75269,2016,"30898164",88,1,"YXX",1,0,0
39.85,-3.63333,2018,"31591113",88,1,"XXY",0,0,1
7.25427,9.05465,2014,"30259821",87,22,"YXX",1,0,0
14.7896,14.7896,2009,"38982475",87,0,"XXY",0,0,1
14.7896,14.7896,2012,"27562216",87,3,"YXX",1,0,0
15.3069,-4.36637,2022,"38377612",87,4,"XXY",0,0,1
32.9832,-24.5323,2015,"29260689",87,39,"XFX",0,1,0
32.9832,-24.5323,2015,"29260689",87,6,"YXX",1,0,0
35.3685,14.0258,2017,"40439506",87,0,"XXY",0,0,1
35.3685,14.0258,2017,"40439506",87,73,"XFX",0,1,0
35.3685,14.0258,2017,"40439506",87,12,"YXX",1,0,0
38.8205,-7.3238,2018,"null",87,0,"XXY",0,0,1
38.9981,-13.134,2015,"29260689",87,45,"XFX",0,1,0
38.9981,-13.134,2015,"29260689",87,1,"YXX",1,0,0
43.4584,-11.9192,2014,"27527604",87,12,"XXY",0,0,1
43.4584,-11.9192,2014,"27527604",87,26,"XFX",0,1,0
43.4584,-11.9192,2014,"27527604",87,35,"YXX",1,0,0
7.25427,9.05465,2014,"30259821",87,54,"XFX",0,1,0
7.25427,9.05465,2014,"30259821",87,1,"XXY",0,0,1
38.7918,-5.17594,2004,"25890383",87,69,"YXX",1,0,0
38.7918,-5.17594,2004,"25890383",87,0,"XFX",0,1,0
38.7918,-5.17594,2004,"25890383",87,69,"XXY",0,0,1
2.15026,13.5673,2004,"19236701",86,15,"YXX",1,0,0
34.55,-0.0428065,2015,"29363453",86,8,"XXY",0,0,1
34.55,-0.0428065,2015,"29363453",86,41,"XFX",0,1,0
34.55,-0.0428065,2015,"29363453",86,2,"YXX",1,0,0
36.9541,-8.8137,2018,"null",86,0,"XXY",0,0,1
38.8205,-7.3238,2018,"null",86,33,"XFX",0,1,0
38.8205,-7.3238,2018,"null",86,0,"YXX",1,0,0
39.1023,-5.0889,2018,"null",86,55,"XFX",0,1,0
39.1023,-5.0889,2018,"null",86,0,"YXX",1,0,0
40.1821,-10.2787,2021,"null",86,52,"XFX",0,1,0
40.1821,-10.2787,2021,"null",86,0,"YXX",1,0,0
-16.2341,14.658,2019,"38982475",85,77,"XFX",0,1,0
-9.5451,16.6912,1998,"12479542",85,0,"XXY",0,0,1
-9.5451,16.6912,1998,"12479542",85,38,"YXX",1,0,0
14.7896,14.7896,2010,"38982475",85,57,"XFX",0,1,0
29.0111,-2.69748,2018,"33864801",85,3,"XXY",0,0,1
29.0111,-2.69748,2018,"33864801",85,30,"XFX",0,1,0
29.0111,-2.69748,2018,"33864801",85,8,"YXX",1,0,0
33.45,-8.9,2004,"17224049",85,44,"YXX",1,0,0
36.9541,-8.8137,2020,"null",85,1,"XXY",0,0,1
39.1023,-5.0889,2010,"25007802",85,40,"XXY",0,0,1
-16.2341,14.658,2019,"38982475",84,0,"XXY",0,0,1
31.579,4.84099,2001,"13677373",84,16,"YXX",1,0,0
33.45,-8.9,2019,"null",84,0,"XXY",0,0,1
38.8,-10.717,2017,"33107096",84,0,"XXY",0,0,1
-16.4167,13.7167,2005,"37670357",83,44,"YXX",1,0,0
-16.4167,13.7167,2008,"37670357",83,11,"XFX",0,1,0
-15.6072,13.575,2002,"18008244",83,42,"YXX",1,0,0
-12.1782,12.5659,2015,"38982475",83,54,"XFX",0,1,0
-9.41323,15.8175,2010,"28381273",83,2,"XXY",0,0,1
-1.24723,5.10506,2014,"31932374",83,68,"XFX",0,1,0
7.48333,9.06667,2014,"33109270",83,0,"XXY",0,0,1
7.48333,9.06667,2014,"33109270",83,72,"XFX",0,1,0
14.7896,14.7896,2019,"38982475",83,0,"XXY",0,0,1
-17.4,14.75,2006,"22706959",82,18,"YXX",1,0,0
-16.2341,14.658,2019,"38982475",82,1,"YXX",1,0,0
